[2025-12-08 16:10:41] SUCCESS - Instructor ID: 6, Action: reject, Submission ID: 32, IP: ::1
[2025-12-08 19:05:43] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 32, IP: ::1
[2025-12-08 19:05:43] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 32, IP: ::1
[2025-12-08 20:18:09] SUCCESS - Instructor ID: 1, Action: reject, Submission ID: 32, IP: ::1
[2025-12-08 20:18:09] SUCCESS - Instructor ID: 1, Action: reject, Submission ID: 32, IP: ::1
[2025-12-08 21:03:01] SUCCESS - Instructor ID: 1, Action: restore, Submission ID: 30, IP: ::1
[2025-12-08 21:03:01] SUCCESS - Instructor ID: 1, Action: restore, Submission ID: 30, IP: ::1
[2025-12-08 21:08:39] SUCCESS - Instructor ID: 1, Action: reject, Submission ID: 32, IP: ::1
[2025-12-08 21:08:39] SUCCESS - Instructor ID: 1, Action: reject, Submission ID: 32, IP: ::1
[2025-12-08 21:08:46] SUCCESS - Instructor ID: 1, Action: reject, Submission ID: 32, IP: ::1
[2025-12-08 21:08:46] SUCCESS - Instructor ID: 1, Action: reject, Submission ID: 32, IP: ::1
[2025-12-08 21:09:08] SUCCESS - Instructor ID: 1, Action: reject, Submission ID: 32, IP: ::1
[2025-12-08 21:09:08] SUCCESS - Instructor ID: 1, Action: reject, Submission ID: 32, IP: ::1
[2025-12-08 21:09:13] SUCCESS - Instructor ID: 1, Action: delete, Submission ID: 32, IP: ::1
[2025-12-08 21:09:13] SUCCESS - Instructor ID: 1, Action: delete, Submission ID: 32, IP: ::1
[2025-12-08 21:09:16] SUCCESS - Instructor ID: 1, Action: view_report, Submission ID: 31, IP: ::1
[2025-12-08 21:09:25] SUCCESS - Instructor ID: 1, Action: download_report, Submission ID: 31, IP: ::1
[2025-12-08 21:09:37] SUCCESS - Instructor ID: 1, Action: view_report, Submission ID: 30, IP: ::1
[2025-12-08 21:09:43] SUCCESS - Instructor ID: 1, Action: view_report, Submission ID: 29, IP: ::1
[2025-12-08 21:22:13] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 31, IP: ::1
[2025-12-08 21:22:13] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 31, IP: ::1
[2025-12-09 23:49:54] SUCCESS - Instructor ID: 4, Action: add_feedback, Submission ID: 33, IP: ::1
[2025-12-09 23:49:54] SUCCESS - Instructor ID: 4, Action: add_feedback, Submission ID: 33, IP: ::1
[2025-12-09 23:53:38] SUCCESS - Instructor ID: 4, Action: view_report, Submission ID: 33, IP: ::1
[2025-12-09 23:54:29] SUCCESS - Instructor ID: 4, Action: download_report, Submission ID: 34, IP: ::1
[2025-12-09 23:54:31] SUCCESS - Instructor ID: 4, Action: view_report, Submission ID: 34, IP: ::1
[2025-12-10 00:05:19] SUCCESS - Instructor ID: 1, Action: view_report, Submission ID: 34, IP: ::1
[2025-12-10 00:06:21] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 34, IP: ::1
[2025-12-10 00:06:21] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 34, IP: ::1
[2025-12-10 00:07:21] SUCCESS - Instructor ID: 4, Action: accept, Submission ID: 34, IP: ::1
[2025-12-10 00:07:21] SUCCESS - Instructor ID: 4, Action: accept, Submission ID: 34, IP: ::1
[2025-12-10 00:07:31] SUCCESS - Instructor ID: 4, Action: add_feedback, Submission ID: 34, IP: ::1
[2025-12-10 00:07:31] SUCCESS - Instructor ID: 4, Action: add_feedback, Submission ID: 34, IP: ::1
[2025-12-10 00:08:35] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 35, IP: ::1
[2025-12-10 00:08:35] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 35, IP: ::1
[2025-12-10 00:17:03] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 38, IP: ::1
[2025-12-10 00:17:03] SUCCESS - Instructor ID: 1, Action: accept, Submission ID: 38, IP: ::1
[2025-12-10 00:18:56] SUCCESS - Instructor ID: 1, Action: add_feedback, Submission ID: 39, IP: ::1
[2025-12-10 00:18:56] SUCCESS - Instructor ID: 1, Action: add_feedback, Submission ID: 39, IP: ::1
[2025-12-10 00:19:45] SUCCESS - Instructor ID: 1, Action: view_report, Submission ID: 39, IP: ::1
